assets_concerned,asset_type,voltage_kv_raw,daily_restoring_raw,reason,source_file,start_datetime,stop_datetime,voltage_kv,daily_restoring,duration_hours
SE Portogruaro - stl.007 Fossalta,STL,132 kV,S,Controlli Protezioni,20260410-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
SSE Caserta (RFI) - Sbarre 60 kV,SBA,70 kV,S,Sostituzione Apparecchiatura AT,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,70.0,False,0.0
STALLO 150 KV 327PUL IN CP S.MARGHERITA,STL,150 kV,S,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
STALLO 150 KV 624 TEU IN CP S.MARGHERITA,STL,150 kV,S,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
S\E Cardano-stl 864 Bolzano,STL,132 kV,S,Altre di manutenzioni,20260424-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
Sez. sbarra (1)A2  132 kV  in CP LA PIANTA,SBA,132 kV,S,Attivazione Nuovo Stallo,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-24,132.0,False,48.0
Sez. sbarra (1)AA  150 kV  in CP AVELLINO NOR,SBA,150 kV,N,Altre di manutenzioni,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-23,150.0,False,24.0
Sez. sbarra (1)RO  150 kV  in CP S.MARGHERITA,SBA,150 kV,S,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
Sez. sbarra (1)VE  150 kV  in CP S.MARGHERITA,SBA,150 kV,S,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
Stallo 132 kV 524LUISAGO in CP FALOPPIO,STL,132 kV,S,Controlli Tecnici Apparecchiatura AT,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
Stallo 132 kV 526:VFS2#FUSINA 2 in CP SACCA FISOLA,STL,132 kV,N,Altre di rinnovo,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
Stallo 132 kV 600 in CP MALEGNO,STL,132 kV,N,Controlli Tecnici Apparecchiatura AT,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
Stallo 132 kV 729:VSGI#S.GIOBBE in CP SACCA FISOLA,STL,132 kV,N,Altre di rinnovo,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
Stallo 132 kV 765 in CP CORTEFRANCA,STL,132 kV,N,Controlli Tecnici Apparecchiatura AT,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
Stallo 132 kV 766:VMES#MESTRE in CP ZELARINO,STL,132 kV,S,Interferenza Lavori,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
Stallo 132 kV 767:VVIL#VILLABONA in CP ZELARINO,STL,132 kV,S,Interferenza Lavori,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,132.0,False,0.0
Stallo 132 kV 848 Albiano in CP La Pianta,STL,132 kV,S,Interferenza Lavori,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-24,132.0,False,48.0
Stallo 132 kV 849 Albiano in CP La Pianta,STL,132 kV,S,Interferenza Lavori,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-24,132.0,False,48.0
Stallo 132 kV 852 CNI/OTO/Termo. in CP La Pianta,STL,132 kV,S,Interferenza Lavori,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-24,132.0,False,48.0
Stallo 150 kV - 687:PNIC#NICOLETTI. in CP NISSORIA,STL,150 kV,S,Altre di manutenzioni,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
Stallo 150 kV ACEA in CP MORLUPO,STL,150 kV,S,Interferenza Lavori,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-22,2026-05-22,150.0,False,0.0
CP CESENA NORD - STALLO AT CEW 776,STL,132 kV,N,Sostituzione Apparecchiatura AT,20260320-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-24,132.0,False,24.0
CP CESENA OVEST - STALLO AT CEN 776,STL,132 kV,N,Riparazione Apparecchiatura AT,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,132.0,False,0.0
CP TAVOLA - SBARRA AT RO LATO 476,SBA,132 kV,N,Altre di manutenzioni,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,132.0,False,0.0
CP TAVOLA - SBARRA AT VE LATO 468,SBA,132 kV,N,Altre di manutenzioni,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,132.0,False,0.0
CP TAVOLA - SBARRA AT VE LATO 468,SBA,132 kV,S,Altre di manutenzioni,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-24,132.0,False,24.0
CP TAVOLA - STALLO AT 468 P.AUTOSTRADA,STL,132 kV,N,Altre di manutenzioni,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,132.0,False,0.0
CP TAVOLA - STALLO AT 476 P.CAIANO,STL,132 kV,N,Altre di manutenzioni,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,132.0,False,0.0
FLUMENDOSA 2 TR E2 3/8,TRF,150 kV,N,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,150.0,False,0.0
L 087 CP Bosisio P.-CP Oggiono-Rodac Sir,LIN,132 kV,S,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,132.0,False,0.0
L.499 Rossano - Fonte - Costalunga,LIN,132 kV,N,Altre di Rinnovo,20260424-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-24,132.0,False,24.0
L.572 Vellai - Costalunga,LIN,132 kV,N,Interferenza Linea,20260424-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-24,132.0,False,24.0
L.774 S/E Dugale - Verallia IT,LIN,132 kV,S,Altre di rinnovo,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,132.0,False,0.0
L.774 S/E Dugale - Verallia IT,LIN,132 kV,N,Altre di rinnovo,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-06-14,132.0,False,528.0
L694 cp Storo-cp Vobarno,LIN,132 kV,S,Altre di Manutenzione,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,132.0,False,0.0
LINEA 226 CASTEGNERO - DUGALE,LIN,220 kV,S,Altre di rinnovo,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,220.0,False,0.0
LINEA 321 TURBIGO-POGLIANO.RHO-OSPIATE,LIN,400 kV,N,Sostituzione FdG,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-24,400.0,False,24.0
LINEA 369 MACOMER - BONORVA,LIN,150 kV,S,Altre di Manutenzione,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,150.0,False,0.0
Linea 075 Cp Erba - Cs Cementerie Merone,LIN,132 kV,S,Altre di sviluppo,20260501-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,132.0,False,0.0
Linea 132 kV - DUGALE-COLOGNOLA,LIN,132 kV,S,Altre di rinnovo,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,132.0,False,0.0
Linea 132 kV - PADRICIANO-ROZZOL,LIN,132 kV,N,Altre di Rinnovo,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-06-03,132.0,False,264.0
Linea 132 kV - SCHIO-MARZOTTO c.d. VALDAGNO,LIN,132 kV,N,Altri investimenti,20260417-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-24,132.0,False,24.0
Linea 191 Treviso Sud - Scorzè,LIN,220 kV,N,Sostituzione FdG,20260410-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-06-23,220.0,False,744.0
Linea 191 Treviso Sud - Scorzè,LIN,220 kV,N,Sostituzione FdG,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-06-18,220.0,False,624.0
Linea 218  Monteviale - Safas,LIN,70 kV,N,Variante Linea,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-06-14,70.0,False,528.0
Linea 228 Dugale-Sandrà,LIN,220 kV,S,Altre di rinnovo,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,220.0,False,0.0
Linea 228 Dugale-Sandrà,LIN,220 kV,N,Altre di rinnovo,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-06-06,220.0,False,336.0
Linea 326 Villanova - Cepagatti Conv. 2,LIN,400 kV,S,Ammazzettamento Linee,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-24,400.0,False,24.0
Linea 415 Padriciano-Trieste Siot,LIN,132 kV,S,Altre di Rinnovo,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,132.0,False,0.0
Linea 523 Cp Crosio - Cp Varano B.,LIN,132 kV,N,Altri investimenti,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-24,132.0,False,24.0
Linea 567 Scorzè - San Benedetto Paese,LIN,132 kV,N,Interferenza Linea,20260410-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-24,132.0,False,24.0
Linea 669 Fabro - Orvieto,LIN,132 kV,S,Altre di Manutenzione,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,132.0,False,0.0
Linea 706 Potenza - Tito 150 kV,LIN,150 kV,N,Sostituzione FdG,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-31,150.0,False,192.0
Linea 730 Vellai - Romano cd Bifrangi,LIN,132 kV,N,Altre di Rinnovo,20260424-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-24,132.0,False,24.0
Linea 752 Nervesa - Treviso Ovest,LIN,132 kV,N,Sostituzione Conduttori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,132.0,False,0.0
Linea 753 Treviso Ovest - Ve Nord,LIN,132 kV,N,Sostituzione Conduttori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,132.0,False,0.0
Linea 776 Cesena Ovest - Cesena Nord,LIN,132 kV,S,Interferenza Linea,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,132.0,False,0.0
Linea 892 Sanpierdarena GE- Quadrivio,LIN,132 kV,N,Interferenza Linea,20260424-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-25,132.0,False,48.0
S/E Bonorva - stl 369 Macomer,STL,150 kV,S,Riparazione Apparecchiatura AT,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,150.0,False,0.0
S/E Bovisio - Condensatore 1 132 kV,RIF,132 kV,S,Taglio Piante,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,132.0,False,0.0
S/E Candia - ATR 4 380/120 kV 250 MVA,ATR,400 kV,N,Altre di rinnovo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-06-12,400.0,False,480.0
S/E Dugale - Sbarra B 132 kV sez 2^,SBA,132 kV,N,Altre di rinnovo,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-06-12,132.0,False,480.0
S/E Dugale - Sbarra B 132 kV sez 2^,SBA,132 kV,N,Altre di rinnovo,20260612-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-06-19,132.0,False,648.0
S/E Dugale-stl 774 Verallia IT,STL,132 kV,S,Altre di rinnovo,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,132.0,False,0.0
S/E Dugale-stl 774 Verallia IT,STL,132 kV,N,Altre di rinnovo,20260529-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-06-14,132.0,False,528.0
S/E Galatina - Sbarra A 380 KV,SBA,400 kV,N,Riparazione Apparecchiatura AT,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-24,400.0,False,24.0
S/E Stura - stl 543 Az. Po Sangone,STL,132 kV,S,Riparazione Apparecchiatura AT,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,132.0,False,0.0
S/E Vaglio - stl E05 Cancellara,STL,150 kV,S,Controlli Protezioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-24,150.0,False,24.0
Sez. sbarra (1)B1 132 kV  in CP TOLMEZZO,SBA,132 kV,N,Sostituzione Apparecchiature AT,20260313-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-29,132.0,False,144.0
Stallo 132 kV 087BOSISIO in CP OGGIONO,STL,132 kV,S,Altre di manutenzioni,20260320-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-24,132.0,False,24.0
Stallo 132 kV 087BOSISIO in CP OGGIONO,STL,132 kV,S,Interferenza Lavori,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,132.0,False,0.0
Stallo 132 kV 402 BON.-CIVATE in CP OGGIONO,STL,132 kV,S,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-23,132.0,False,0.0
Stallo 132 kV PAR AT in CP TOLMEZZO,STK,132 kV,N,Sostituzione Apparecchiature AT,20260313-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-05-29,132.0,False,144.0
s/e dugale - stl 228 sandrà,STL,220 kV,N,Altre di rinnovo,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-23,2026-06-06,220.0,False,336.0
COV_ST_517,STL,132 kV,N,Guasto,20260529-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-24,2026-06-05,132.0,False,288.0
COV_ST_517,STL,132 kV,N,Guasto,20260605-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-24,2026-06-30,132.0,False,888.0
CP CORREGGIO - SBARRA AT RO LATO 635,SBA,132 kV,N,Revisione Apparecchiatura AT,20260424-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-24,2026-05-24,132.0,False,0.0
CP CORREGGIO - SEZIONE AT 1,SBA,132 kV,N,Revisione Apparecchiatura AT,20260424-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-24,2026-05-24,132.0,False,0.0
CP CORREGGIO - STALLO AT LUZ 635,STL,132 kV,N,Revisione Apparecchiatura AT,20260424-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-24,2026-05-24,132.0,False,0.0
L. 132KV N.664 MIRANDOLA-CREVALCORE-DER. S.PROSPERO,LIN,132 kV,N,Sostituzione Isolatori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-24,2026-05-24,132.0,False,0.0
LINEA 132 KV - LUZZARA - CORREGGIO,LIN,132 kV,S,Interferenza Linea,20260501-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-24,2026-05-24,132.0,False,0.0
LINEA 132KV N.884 CORREGGIO-CP CARPI FOSSOLI,LIN,132 kV,S,Interferenza Linea,20260501-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-24,2026-05-24,132.0,False,0.0
LINEA 483 S/E CANARO - CP CANARO,LIN,132 kV,S,Altre di manutenzioni,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-24,2026-05-24,132.0,False,0.0
Linea 630 Brindisi - Mesagne 150 kV,LIN,150 kV,N,Sostituzione Isolatori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-24,2026-06-07,150.0,False,336.0
Linea 653 trc Castagnole-Egea New Energy,TRC,132 kV,N,Interferenza Linea,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-24,2026-05-28,132.0,False,96.0
Linea F23 Anagni RT - Gallicano RT,LIN,150 kV,S,Interferenza Linea,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-24,2026-05-25,150.0,False,24.0
S/E Baggio - Sbarra A 380 kV,SBA,400 kV,N,Rinnovo Stallo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-24,2026-05-24,400.0,False,0.0
S/E Baggio - Sbarra B 380 kV,SBA,400 kV,N,Rinnovo Stallo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-24,2026-05-24,400.0,False,0.0
Stallo 132 kV 460FENEGRO in CP LUISAGO,STL,132 kV,S,Controlli Tecnici Apparecchiatura AT,20260501-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-24,2026-05-24,132.0,False,0.0
Stallo 132 kV 483:VCST#CANARO ST in CP CANARO,STL,132 kV,S,Interferenza Lavori,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-24,2026-05-24,132.0,False,0.0
Stallo 132 kV 524FALOPPI in CP LUISAGO,STL,132 kV,S,Controlli Tecnici Apparecchiatura AT,20260501-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-24,2026-05-24,132.0,False,0.0
AC T.VALLE - SEMISBARRA A1,SBA,150 kV,N,Interventi parti elettriche,20260327-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-25,2026-05-29,150.0,False,96.0
AC T.VALLE - SEMISBARRA B1,SBA,150 kV,N,Interventi parti elettriche,20260327-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-25,2026-05-29,150.0,False,96.0
AC T.VALLE Stl ACEA VITINIA,STL,150 kV,N,Interventi parti elettriche,20260327-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-25,2026-05-29,150.0,False,96.0
Allacc. Fabbriche - Corfino,TRC,132 kV,N,Altre di Rinnovo,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-25,2026-06-11,132.0,False,408.0
Allacc. Sillano 2 - Allacc. Fabbriche,TRC,132 kV,N,Altre di sviluppo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-05-25,2026-06-11,132.0,False,408.0
